"p_val" "avg_logFC" "pct.1" "pct.2" "p_val_adj" "cluster" "gene"
"TNC1" 9.93184739023374e-36 0.255063727215914 0.28 0.196 2.75042649777743e-31 "4" "TNC"
"DDIT3" 1.00565174300353e-35 0.268581885782355 0.325 0.24 2.78495137189967e-31 "4" "DDIT3"
"KLC1" 1.11659456300446e-35 0.259972392313589 0.334 0.263 3.09218532332826e-31 "4" "KLC1"
"CPNE1" 1.77796010081066e-35 0.282438492145203 0.481 0.441 4.92370490717497e-31 "4" "CPNE1"
"PNN" 1.89765323863216e-35 0.306709393546196 0.486 0.451 5.25517111374405e-31 "4" "PNN"
"C12orf29" 2.78250818546568e-35 0.311826353300305 0.342 0.273 7.70559991801011e-31 "4" "C12orf29"
"COPS2" 3.50504198842012e-35 0.337252480759465 0.426 0.378 9.70651277853184e-31 "4" "COPS2"
"TIMM44" 4.3450673430413e-35 0.344173873942654 0.386 0.328 1.20327949930843e-30 "4" "TIMM44"
"KLF61" 7.31009083935372e-35 0.290938476692617 0.671 0.643 2.02438345614223e-30 "4" "KLF6"
"HOTAIRM1" 8.94241374527663e-35 0.341769568155421 0.291 0.218 2.47642263847946e-30 "4" "HOTAIRM1"
"TXNL1" 1.25422593729114e-34 0.272558686584304 0.659 0.68 3.47332788814036e-30 "4" "TXNL1"
"LRRC59" 1.28114695901146e-34 0.277794913850431 0.603 0.591 3.54788027359043e-30 "4" "LRRC59"
"ANP32B" 1.67211306686443e-34 0.255424374159703 0.633 0.654 4.63058271606767e-30 "4" "ANP32B"
"UBE2B" 2.43002340108603e-34 0.275844600613517 0.622 0.646 6.72946380462753e-30 "4" "UBE2B"
"TANK" 8.8642346925029e-34 0.302746104229027 0.501 0.478 2.45477251339483e-29 "4" "TANK"
"EFEMP11" 1.43980010635814e-33 0.259210224057119 0.31 0.226 3.98723843453761e-29 "4" "EFEMP1"
"MED10" 1.78181057614389e-33 0.298704696332447 0.545 0.522 4.93436802851527e-29 "4" "MED10"
"DCUN1D5" 3.1714086532015e-33 0.287802956803652 0.405 0.351 8.78258198331092e-29 "4" "DCUN1D5"
"PEA15" 3.32813691349808e-33 0.310688157761641 0.502 0.478 9.21660955455023e-29 "4" "PEA15"
"METAP2" 3.70973848140552e-33 0.316223798716691 0.516 0.499 1.02733787765563e-28 "4" "METAP2"
"NAA20" 7.44210625136748e-33 0.291465205953814 0.702 0.726 2.0609424841912e-28 "4" "NAA20"
"SNRPF1" 7.97585866825643e-33 0.255551696762763 0.627 0.632 2.20875454100025e-28 "4" "SNRPF"
"C4orf32" 8.5833734328375e-33 0.324585342534573 0.291 0.22 2.37699360475569e-28 "4" "C4orf32"
"PSMC4" 1.84209974169883e-32 0.290764506877854 0.592 0.589 5.10132681468657e-28 "4" "PSMC4"
"DEGS1" 1.95151785940612e-32 0.276040794457189 0.52 0.486 5.40433840805336e-28 "4" "DEGS1"
"PYURF" 3.08582214369903e-32 0.281016850226551 0.606 0.618 8.54556726254573e-28 "4" "PYURF"
"DDX3X" 3.39991745275967e-32 0.31225022556826 0.535 0.518 9.41539140192734e-28 "4" "DDX3X"
"GSPT1" 4.73807064335253e-32 0.312090675868704 0.543 0.53 1.31211390326362e-27 "4" "GSPT1"
"IDH3A" 6.1896473806595e-32 0.26882382140219 0.319 0.25 1.71409904912603e-27 "4" "IDH3A"
"ZBTB161" 8.39604831763974e-32 0.287092720821401 0.274 0.195 2.32511766060397e-27 "4" "ZBTB16"
"CCT7" 2.44531537847036e-31 0.275625709741963 0.657 0.684 6.77181187759796e-27 "4" "CCT7"
"DDX24" 3.40085186772394e-31 0.296892262561789 0.533 0.521 9.4179790772879e-27 "4" "DDX24"
"PNPT1" 9.26851196363866e-31 0.284861908558274 0.255 0.185 2.56672901809045e-26 "4" "PNPT1"
"BOP1" 2.4814875042792e-30 0.282326577726617 0.347 0.285 6.87198334560039e-26 "4" "BOP1"
"LINC001521" 3.13777226160507e-30 0.315136890149618 0.532 0.503 8.68943272406291e-26 "4" "LINC00152"
"BLCAP" 4.25971922695774e-30 0.257698998853693 0.353 0.292 1.17964404552141e-25 "4" "BLCAP"
"UBE3A" 4.32847089764477e-30 0.288785301301703 0.355 0.299 1.19868344568477e-25 "4" "UBE3A"
"PPP1R13L" 7.5628391959006e-30 0.27749556803006 0.36 0.302 2.09437705852075e-25 "4" "PPP1R13L"
"CHORDC1" 1.34726061594465e-29 0.309341409962983 0.361 0.304 3.73096882373552e-25 "4" "CHORDC1"
"ARPP19" 1.36886919380104e-29 0.259135846226849 0.542 0.532 3.79080945839322e-25 "4" "ARPP19"
"NSRP1" 1.45548373293634e-29 0.341479251067087 0.446 0.412 4.03067110162062e-25 "4" "NSRP1"
"POLD2" 1.73872638478336e-29 0.294308512098651 0.546 0.528 4.81505497738055e-25 "4" "POLD2"
"ARIH2" 2.12532163108472e-29 0.260342751132494 0.33 0.27 5.88565319296293e-25 "4" "ARIH2"
"THOC6" 3.44576814572951e-29 0.275307276668237 0.396 0.346 9.54236572596874e-25 "4" "THOC6"
"BZW2" 3.48984678488091e-29 0.281017084652153 0.423 0.375 9.66443270137071e-25 "4" "BZW2"
"LSM7" 4.18035142019971e-29 0.308356728931145 0.644 0.676 1.15766471879591e-24 "4" "LSM7"
"ZNF593" 8.39022061844602e-29 0.316009320983426 0.552 0.549 2.32350379586626e-24 "4" "ZNF593"
"NDUFAF2" 3.8853976027594e-28 0.322061028349428 0.462 0.432 1.07598315813216e-23 "4" "NDUFAF2"
"BCCIP" 6.22016940160425e-28 0.309650031047135 0.387 0.336 1.72255151238626e-23 "4" "BCCIP"
"RABGGTB" 8.75988600175169e-28 0.299792293314785 0.458 0.433 2.4258752304651e-23 "4" "RABGGTB"
"NDUFAF4" 1.0635810358346e-27 0.320866523848744 0.376 0.326 2.94537496253677e-23 "4" "NDUFAF4"
"FKBP11" 1.16677237374555e-27 0.256996049835592 0.333 0.269 3.23114273461355e-23 "4" "FKBP11"
"SF1" 2.3461932279718e-27 0.273037023009064 0.52 0.513 6.49731290622231e-23 "4" "SF1"
"SDAD1" 2.46536198851933e-27 0.30216309383465 0.303 0.242 6.82732695480659e-23 "4" "SDAD1"
"TAF7" 2.68959900772221e-27 0.267982694508587 0.553 0.554 7.44830653208513e-23 "4" "TAF7"
"NCBP2" 3.05699963767991e-27 0.332091086970851 0.43 0.4 8.46574909662698e-23 "4" "NCBP2"
"RNF126" 8.29123823831233e-27 0.261219770481167 0.492 0.473 2.29609260533583e-22 "4" "RNF126"
"DPH2" 1.11511419110439e-26 0.265074724753834 0.272 0.209 3.08808572942539e-22 "4" "DPH2"
"YTHDC1" 1.22252929747258e-26 0.293699032105339 0.399 0.36 3.38555038349081e-22 "4" "YTHDC1"
"PICALM" 1.5310805090658e-26 0.256833052704824 0.318 0.263 4.24002125375591e-22 "4" "PICALM"
"RBPMS" 2.70862582463559e-26 0.305171706419779 0.472 0.451 7.50099749616335e-22 "4" "RBPMS"
"DHX36" 3.10542931488361e-26 0.325934930583239 0.399 0.359 8.59986540170718e-22 "4" "DHX36"
"CCNB1IP1" 5.47685877977666e-26 0.252256200928099 0.357 0.31 1.51670650188355e-21 "4" "CCNB1IP1"
"PPP1CC" 2.2990810161117e-25 0.274482654637028 0.466 0.45 6.36684505791812e-21 "4" "PPP1CC"
"MAFG" 2.30342425102864e-25 0.256165664461741 0.336 0.281 6.3788727783736e-21 "4" "MAFG"
"DNAJC2" 2.67779624508142e-25 0.303573543721413 0.424 0.389 7.41562114150398e-21 "4" "DNAJC2"
"DNAJC8" 4.21505141957849e-25 0.267838014024963 0.564 0.569 1.16727418962387e-20 "4" "DNAJC8"
"IRS2" 4.85853661041059e-25 0.290992846393363 0.298 0.239 1.34547454352101e-20 "4" "IRS2"
"SRP68" 5.46444546762466e-25 0.265432315750977 0.384 0.344 1.5132688833493e-20 "4" "SRP68"
"CFL2" 5.53257049257471e-25 0.290372037215375 0.315 0.26 1.53213474650871e-20 "4" "CFL2"
"MPHOSPH10" 1.00429716255973e-24 0.313502146264566 0.347 0.299 2.78120013227666e-20 "4" "MPHOSPH10"
"BAZ1A" 1.49562835357081e-24 0.321968206939322 0.479 0.466 4.14184359954363e-20 "4" "BAZ1A"
"AATF" 1.89745570879189e-24 0.319627136085704 0.356 0.315 5.25462409435737e-20 "4" "AATF"
"PPIG" 1.92647895632603e-24 0.284366759368676 0.506 0.505 5.33499817375367e-20 "4" "PPIG"
"RIOK1" 1.96744018176729e-24 0.257431477095449 0.252 0.193 5.44843209536816e-20 "4" "RIOK1"
"TM2D3" 2.06737981489053e-24 0.263242523398297 0.396 0.355 5.72519492137635e-20 "4" "TM2D3"
"MYADM" 4.89873052116723e-24 0.268209845384143 0.313 0.257 1.35660544322684e-19 "4" "MYADM"
"ARL4A1" 5.69475135403378e-24 0.27680255358409 0.395 0.346 1.57704749247258e-19 "4" "ARL4A"
"PPIF" 7.48994200919031e-24 0.289111408307804 0.427 0.39 2.07418964060507e-19 "4" "PPIF"
"TRIB1" 8.46125441240055e-24 0.287599502086085 0.377 0.328 2.34317518442608e-19 "4" "TRIB1"
"WDR74" 1.36719321172222e-23 0.297509298829068 0.414 0.378 3.78616816122236e-19 "4" "WDR74"
"CLK1" 1.5146851327948e-23 0.296864348293079 0.402 0.366 4.19461753824863e-19 "4" "CLK1"
"CARS" 1.9144545957599e-23 0.261162195433516 0.353 0.306 5.30169911203788e-19 "4" "CARS"
"BRD2" 2.1542786854472e-23 0.274115546090317 0.468 0.456 5.96584396360892e-19 "4" "BRD2"
"RPL22L1" 2.68987413700882e-23 0.270029691925666 0.628 0.646 7.44906844761853e-19 "4" "RPL22L1"
"PAK2" 2.69084691247398e-23 0.304941740675832 0.343 0.302 7.45176235471418e-19 "4" "PAK2"
"TGIF1" 3.11427423314167e-23 0.277885987494458 0.574 0.593 8.62435963383923e-19 "4" "TGIF1"
"ALKBH51" 5.73948079127423e-23 0.256479695302692 0.407 0.376 1.58943441552757e-18 "4" "ALKBH5"
"FAM60A" 6.17557944404308e-23 0.250005206452714 0.457 0.441 1.71020321543885e-18 "4" "FAM60A"
"PRMT5" 6.73011507965592e-23 0.270504355227336 0.339 0.291 1.86377076900911e-18 "4" "PRMT5"
"ZFP36" 9.76572062747437e-23 0.355558095045311 0.56 0.558 2.70442101336648e-18 "4" "ZFP36"
"C6orf48" 1.08041271127814e-22 0.262010364726043 0.53 0.534 2.99198692134256e-18 "4" "C6orf48"
"CEBPG" 1.42113400538825e-22 0.256367991573177 0.386 0.35 3.93554640112167e-18 "4" "CEBPG"
"TRMT1" 1.50039667916074e-22 0.251851713686162 0.291 0.239 4.15504852359984e-18 "4" "TRMT1"
"COPS3" 2.22819171841354e-22 0.283912666943889 0.376 0.341 6.17053132580263e-18 "4" "COPS3"
"EPB41L4A-AS1" 2.30820335633856e-22 0.328306367183064 0.464 0.456 6.39210755470838e-18 "4" "EPB41L4A-AS1"
"EIF4A3" 3.65700616207619e-22 0.252055034020438 0.579 0.589 1.01273471646376e-17 "4" "EIF4A3"
"RBMX" 7.37153853713245e-22 0.259608907726876 0.621 0.653 2.04140016708809e-17 "4" "RBMX"
"DDX39A" 7.88876059479653e-22 0.257242411228139 0.454 0.427 2.184634471517e-17 "4" "DDX39A"
"CLDND1" 2.78027901231593e-21 0.250754382179699 0.353 0.312 7.6994266688065e-17 "4" "CLDND1"
"ABCF1" 4.52244766215825e-21 0.269571957869482 0.437 0.415 1.25240143108149e-16 "4" "ABCF1"
"TPRA1" 4.88957232443798e-21 0.253963978112833 0.344 0.302 1.35406926380661e-16 "4" "TPRA1"
"GOLGA7" 5.03989085594267e-21 0.271846335157801 0.409 0.388 1.3956969747362e-16 "4" "GOLGA7"
"IPO5" 6.60590790803713e-21 0.257351246272965 0.32 0.277 1.82937407697272e-16 "4" "IPO5"
"DIMT1" 9.79376667886519e-21 0.350495840323801 0.37 0.343 2.71218780637814e-16 "4" "DIMT1"
"NGDN" 1.39448893902721e-20 0.300878076734772 0.347 0.308 3.86175821884805e-16 "4" "NGDN"
"SRP19" 1.51653054898041e-20 0.271736636018865 0.456 0.448 4.19972804929145e-16 "4" "SRP19"
"TMBIM1" 1.81559032733935e-20 0.26725086359605 0.505 0.503 5.02791429350085e-16 "4" "TMBIM1"
"C8orf33" 1.81711204426765e-20 0.300869084501524 0.383 0.354 5.0321283841904e-16 "4" "C8orf33"
"COQ10B" 1.97875672861817e-20 0.267517478972787 0.354 0.316 5.47977100856229e-16 "4" "COQ10B"
"MARCH5" 2.08735397268109e-20 0.288495544320218 0.43 0.412 5.78050935654576e-16 "4" "MARCH5"
"SLC1A51" 2.50791339738849e-20 0.258511181330694 0.471 0.447 6.94516457138794e-16 "4" "SLC1A5"
"IMP4" 4.56481666146287e-20 0.284425114964613 0.507 0.515 1.26413467805891e-15 "4" "IMP4"
"HNRNPM1" 5.4929867175842e-20 0.250030227586663 0.605 0.627 1.52117281170059e-15 "4" "HNRNPM"
"MAP1B" 2.0759215497693e-19 0.320972007081975 0.409 0.376 5.74884954777611e-15 "4" "MAP1B"
"PES1" 2.88933154232458e-19 0.289589669042874 0.291 0.247 8.00142584015945e-15 "4" "PES1"
"FAM133B" 3.58475948975642e-19 0.28581998124564 0.418 0.402 9.92727445498246e-15 "4" "FAM133B"
"SEC61A1" 3.97623640083766e-19 0.252089391305105 0.429 0.414 1.10113914648397e-14 "4" "SEC61A1"
"TMEM11" 4.52975857967716e-19 0.276883278618869 0.397 0.373 1.25442604347e-14 "4" "TMEM11"
"IFT57" 1.38809039528484e-18 0.277527556957953 0.409 0.388 3.84403873166231e-14 "4" "IFT57"
"WDR46" 1.86382140110108e-18 0.25028958467729 0.369 0.34 5.16148060606921e-14 "4" "WDR46"
"RRP1" 3.71646654669428e-18 0.281543095807079 0.338 0.307 1.02920108077605e-13 "4" "RRP1"
"FBXO321" 4.01353109501625e-18 0.26033356156195 0.567 0.545 1.11146716614285e-13 "4" "FBXO32"
"PSMD14" 4.07483211312178e-18 0.252647379615102 0.55 0.556 1.12844325708681e-13 "4" "PSMD14"
"EIF3B" 7.12459470640665e-18 0.250424806828918 0.397 0.375 1.97301401204519e-13 "4" "EIF3B"
"AKIRIN2" 1.04354309131221e-17 0.250366065837236 0.37 0.341 2.88988388277091e-13 "4" "AKIRIN2"
"EWSR1" 1.28837769148045e-17 0.256069991157688 0.495 0.502 3.56790434101681e-13 "4" "EWSR1"
"SYNCRIP" 1.33610858771027e-17 0.278324900979856 0.452 0.445 3.70008551194605e-13 "4" "SYNCRIP"
"DDX46" 2.37622219365937e-17 0.25125805511463 0.459 0.454 6.58047212090089e-13 "4" "DDX46"
"PPIL4" 4.36239298076093e-17 0.276978764418504 0.295 0.257 1.20807748816212e-12 "4" "PPIL4"
"SAP30BP" 2.52743687028389e-16 0.274871555337088 0.375 0.357 6.99923092487719e-12 "4" "SAP30BP"
"EIF3M" 2.84077683027379e-16 0.258219053272081 0.628 0.685 7.86696327607721e-12 "4" "EIF3M"
"SETD5" 3.72594075628803e-16 0.255276998103918 0.356 0.329 1.03182477363884e-11 "4" "SETD5"
"PHAX" 8.40542422187422e-16 0.269031676723136 0.341 0.316 2.32771412976363e-11 "4" "PHAX"
"TMED5" 9.69431880056723e-16 0.250694800559361 0.362 0.34 2.68464770544108e-11 "4" "TMED5"
"GTF2F2" 1.64179601611501e-15 0.274345313556903 0.382 0.367 4.54662570742729e-11 "4" "GTF2F2"
"TDG" 4.24218225234377e-15 0.254151466252556 0.286 0.252 1.17478753114156e-10 "4" "TDG"
"GALNT3" 6.90226337879203e-15 0.258550825691312 0.375 0.357 1.91144379748888e-10 "4" "GALNT3"
"SNRNP40" 9.99134754633865e-15 0.262001957436317 0.371 0.352 2.76690387600756e-10 "4" "SNRNP40"
"NFIB1" 4.0233874185258e-14 0.256139296478347 0.495 0.503 1.11419667781235e-09 "4" "NFIB"
"TFAM" 5.00049705817334e-14 0.250905274847199 0.298 0.269 1.38478765031994e-09 "4" "TFAM"
"CRYAB1" 1.1643320560663e-12 0.520222161600635 0.526 0.55 3.22438476286441e-08 "4" "CRYAB"
"PTS" 1.36619885456914e-12 0.252166372808568 0.404 0.407 3.78341448795833e-08 "4" "PTS"
"NQO1" 2.00141578337849e-12 0.267562160601542 0.508 0.503 5.54252072891006e-08 "4" "NQO1"
"EEF1E1" 2.19899593926499e-12 0.262173328931025 0.421 0.426 6.08967945460655e-08 "4" "EEF1E1"
"PCSK7" 5.84439706741547e-12 0.290250266183922 0.253 0.222 1.61848887987937e-07 "4" "PCSK7"
"SERTAD1" 6.65227776933928e-12 0.293653946307618 0.383 0.375 1.84221528266313e-07 "4" "SERTAD1"
"MED21" 5.66751302597497e-10 0.252368950661747 0.328 0.32 1.56950438228325e-05 "4" "MED21"
"SNW1" 2.27208278763135e-09 0.252542995157319 0.411 0.423 6.2920788637875e-05 "4" "SNW1"
"THUMPD3-AS1" 1.09655191202463e-08 0.253178011798428 0.258 0.237 0.000303668120996982 "4" "THUMPD3-AS1"
"S100A15" 0 0.586020424895149 0.566 0.173 0 "5" "S100A1"
"CRABP1" 0 0.393253623404235 0.276 0.029 0 "5" "CRABP1"
"PPP1R1B" 0 0.325019433383588 0.354 0.091 0 "5" "PPP1R1B"
"FOLR1" 0 0.312132973805697 0.303 0.074 0 "5" "FOLR1"
"EEF1G" 2.22472746788446e-292 1.16827115551429 0.372 0.129 6.16093777681245e-288 "5" "EEF1G"
"MTRNR2L12" 3.42615362634823e-278 1.58776370216762 0.444 0.186 9.48804723744616e-274 "5" "MTRNR2L12"
"RPL7" 1.99676214214742e-275 0.346331366026993 1 0.999 5.52963340024886e-271 "5" "RPL7"
"MTRNR2L1" 2.29355048091647e-265 1.26405507539783 0.433 0.184 6.35152934680197e-261 "5" "MTRNR2L1"
"GUCY1A3" 2.33091391146137e-252 0.380980086391794 0.256 0.069 6.45499989500996e-248 "5" "GUCY1A3"
"GABRP2" 2.78726069826192e-249 0.684913054215633 0.411 0.157 7.71876105169674e-245 "5" "GABRP"
"PTRHD1" 1.28892718702894e-224 0.315351587660509 0.516 0.232 3.56942605903924e-220 "5" "PTRHD1"
"RPL17" 7.88062261033983e-215 0.537174104961695 0.924 0.809 2.18238081948141e-210 "5" "RPL17"
"MGP2" 9.71400833860837e-204 0.679325593514207 0.849 0.643 2.69010032921081e-199 "5" "MGP"
"MT-ATP8" 3.79612714602211e-200 1.10564157268119 0.367 0.154 1.0512614905479e-195 "5" "MT-ATP8"
"KRT83" 4.98627984837971e-194 0.529191852459496 0.919 0.746 1.38085047841179e-189 "5" "KRT8"
"DBI1" 1.66735713329107e-188 0.463434896784488 0.85 0.623 4.61741210922297e-184 "5" "DBI"
"MRPS24" 5.2824660867863e-188 0.331381105585033 0.347 0.137 1.46287333341373e-183 "5" "MRPS24"
"KRT183" 1.42176881096909e-182 0.465466309771163 0.946 0.677 3.93730436821669e-178 "5" "KRT18"
"HMGN3" 1.74650316757056e-181 0.337150503041822 0.496 0.248 4.83659122195316e-177 "5" "HMGN3"
"C2orf822" 2.41326201757212e-181 0.334330490257727 0.32 0.124 6.68304650526248e-177 "5" "C2orf82"
"KRT193" 1.92982280154187e-175 0.555681245140167 0.882 0.645 5.34425828430989e-171 "5" "KRT19"
"RNASEK" 3.00632579377501e-175 0.370923146119545 0.289 0.107 8.32541802070114e-171 "5" "RNASEK"
"MMP72" 4.47116077834747e-173 0.465908979477559 0.585 0.324 1.23819855434776e-168 "5" "MMP7"
"HSPA1A" 1.24009607481571e-163 1.01169446130628 0.672 0.458 3.43419805998713e-159 "5" "HSPA1A"
"EHF2" 7.01193012714058e-163 0.276027197901313 0.517 0.257 1.94181381010904e-158 "5" "EHF"
"FXYD31" 1.16048015157704e-161 0.482895361526127 0.775 0.53 3.2137176837623e-157 "5" "FXYD3"
"NDRG22" 9.77764338896478e-161 0.461631969596343 0.586 0.332 2.70772278370602e-156 "5" "NDRG2"
"GABARAP" 5.60991477141143e-159 0.543681206455289 0.449 0.233 1.55355369764697e-154 "5" "GABARAP"
"S100A4" 7.91813147930513e-157 0.996860431535283 0.41 0.203 2.19276815056397e-152 "5" "S100A4"
"CRYAB2" 5.60770648666209e-154 0.703584775547598 0.762 0.527 1.55294215735133e-149 "5" "CRYAB"
"HSPA1B" 9.32612852936078e-150 0.786977333502656 0.546 0.321 2.58268477363588e-145 "5" "HSPA1B"
"KCNN42" 1.59294268689052e-148 0.332619450569491 0.465 0.237 4.41133618280591e-144 "5" "KCNN4"
"S100A131" 3.35360887239393e-145 0.351909388455405 0.844 0.593 9.28714905032051e-141 "5" "S100A13"
"PIGR2" 3.59619053065678e-145 0.46851844567435 0.356 0.161 9.95893043654782e-141 "5" "PIGR"
"RGCC1" 1.54366282151415e-138 0.316893682783992 0.369 0.17 4.27486545161913e-134 "5" "RGCC"
"YTHDF3" 3.13231965341513e-133 0.300396763220605 0.262 0.104 8.67433281620252e-129 "5" "YTHDF3"
"RBM3" 3.37951317846789e-130 0.361616226559749 0.746 0.537 9.35888584513113e-126 "5" "RBM3"
"TPD52L11" 1.03611384725093e-127 0.349614617048323 0.671 0.437 2.86931007719199e-123 "5" "TPD52L1"
"ATP5G2" 2.73287807914372e-123 0.476376775700367 0.901 0.769 7.56815926457269e-119 "5" "ATP5G2"
"CD243" 9.72703956812397e-122 0.257140561047825 0.884 0.66 2.69370906760057e-117 "5" "CD24"
"RPL32" 6.43619987951632e-118 0.270694229247337 1 0.999 1.78237683263445e-113 "5" "RPL3"
"PHLDA12" 1.97838701918115e-117 0.267748009544753 0.624 0.367 5.47874717221836e-113 "5" "PHLDA1"
"RPS191" 4.90802950333471e-117 0.32754452923755 1 0.999 1.35918061035848e-112 "5" "RPS19"
"RPS4X1" 1.58566648272043e-116 0.334822751716206 1 0.999 4.39118619059767e-112 "5" "RPS4X"
"CLDN42" 1.96017790102374e-115 0.284198278656297 0.893 0.671 5.42832066130505e-111 "5" "CLDN4"
"KRT152" 4.92292860149482e-113 0.473824445232638 0.559 0.357 1.36330661761196e-108 "5" "KRT15"
"DNAJB1" 1.86207439330906e-112 0.573975320536087 0.515 0.325 5.15664261739078e-108 "5" "DNAJB1"
"RPL31" 9.03457072321387e-112 0.431555023347526 0.999 0.995 2.50194367037962e-107 "5" "RPL31"
"PPIA" 5.02674220719425e-110 0.367963590810468 0.97 0.937 1.3920557194383e-105 "5" "PPIA"
"PFDN5" 1.04383773887962e-109 0.343309339429907 0.965 0.906 2.89069985027934e-105 "5" "PFDN5"
"RPL131" 1.23328778817575e-109 0.326855295821173 1 1 3.41534387179511e-105 "5" "RPL13"
"RPLP0" 2.75878798522792e-109 0.269056237602373 0.999 0.997 7.63991156749168e-105 "5" "RPLP0"
"TPT1-AS12" 3.65600135597406e-107 0.330519945094294 0.546 0.339 1.0124564555099e-102 "5" "TPT1-AS1"
"RPS18" 5.36705715149345e-107 0.357071114429516 1 1 1.48629913696308e-102 "5" "RPS18"
"GSTK11" 5.83031937530898e-106 0.260429738389172 0.544 0.324 1.61459034460432e-101 "5" "GSTK1"
"CLDN32" 1.94199946167734e-104 0.273345734320823 0.668 0.428 5.37797910922306e-100 "5" "CLDN3"
"EPCAM1" 8.12933015199981e-102 0.405019495899078 0.773 0.631 2.25125539899331e-97 "5" "EPCAM"
"CALM11" 1.40563782827513e-99 0.36438122431983 0.815 0.646 3.89263283784231e-95 "5" "CALM1"
"FDPS1" 1.09802738709717e-98 0.382641393429727 0.661 0.48 3.0407672430882e-94 "5" "FDPS"
"UQCRH" 3.52370722712059e-97 0.268627231215729 0.909 0.818 9.75820242406504e-93 "5" "UQCRH"
"CXADR" 7.80966216365381e-96 0.257932388113641 0.452 0.261 2.16272974298065e-91 "5" "CXADR"
"YWHAZ" 4.06727965326101e-94 1.18893787098726 0.713 0.566 1.12635175437757e-89 "5" "YWHAZ"
"ERGIC3" 9.82231179240477e-94 0.273716380977991 0.644 0.46 2.72009280467065e-89 "5" "ERGIC3"
"KLK52" 1.40838642923376e-93 0.400263595147128 0.3 0.153 3.90024453847705e-89 "5" "KLK5"
"RPS6" 6.60659346148887e-92 0.258837954420769 1 1 1.82956392729011e-87 "5" "RPS6"
"FABP5" 3.73882185009616e-88 0.443631222754414 0.294 0.151 1.03539193494713e-83 "5" "FABP5"
"CTSV2" 6.10067853769187e-87 0.259842411041039 0.268 0.128 1.68946090744301e-82 "5" "CTSV"
"IDH22" 6.46319274551048e-86 0.413337283187955 0.522 0.35 1.78985196701422e-81 "5" "IDH2"
"EIF3E" 3.21157857051062e-85 0.285527445721271 0.893 0.836 8.89382453531506e-81 "5" "EIF3E"
"HIST2H2BE" 2.38159713663447e-84 0.250035348079231 0.337 0.179 6.59535695048185e-80 "5" "HIST2H2BE"
"RPS3A" 2.80230993508291e-84 0.294074430639693 1 0.997 7.7604369032251e-80 "5" "RPS3A"
"ABRACL1" 1.02656324879751e-83 0.323214118240388 0.605 0.394 2.84286160489494e-79 "5" "ABRACL"
"RNF19A" 7.54893164726466e-83 0.376249131816688 0.292 0.151 2.090525641077e-78 "5" "RNF19A"
"RPS20" 9.78857320548688e-83 0.341337387018292 0.996 0.988 2.71074957779548e-78 "5" "RPS20"
"CKS2" 5.33350081053662e-82 0.349100815693931 0.32 0.175 1.47700637946191e-77 "5" "CKS2"
"RPL12" 1.04189291451809e-81 0.413132372773274 0.999 0.997 2.88531404817495e-77 "5" "RPL12"
"EGR1" 5.09878660245522e-79 0.263782464130775 0.29 0.148 1.41200697381792e-74 "5" "EGR1"
"OAT" 1.57305928835666e-77 0.304211771503072 0.57 0.396 4.35627308724611e-73 "5" "OAT"
"PSMA6" 9.92754923383754e-77 0.291934823749023 0.324 0.186 2.74923620932663e-72 "5" "PSMA6"
"CA22" 1.12735070947296e-76 0.364413439284293 0.436 0.267 3.12197231974348e-72 "5" "CA2"
"CYP1B11" 2.49287059885171e-72 0.277154153989535 0.36 0.207 6.90350654940005e-68 "5" "CYP1B1"
"IDI11" 1.30280883298897e-71 0.287433034292821 0.478 0.314 3.60786850119637e-67 "5" "IDI1"
"SEPW11" 1.32289391267921e-71 0.317216110495687 0.605 0.442 3.66349011238253e-67 "5" "SEPW1"
"LDHB" 4.34295506476637e-71 0.475300726988643 0.826 0.741 1.20269454608575e-66 "5" "LDHB"
"MRPL15" 1.51637622272213e-70 0.33134015127447 0.468 0.318 4.1993006735844e-66 "5" "MRPL15"
"DYNLL1" 5.04977220225574e-70 0.285827981059217 0.814 0.682 1.39843341597068e-65 "5" "DYNLL1"
"PHLDA21" 2.51874279399493e-69 0.283889468639388 0.697 0.508 6.97515441941017e-65 "5" "PHLDA2"
"UAP1" 1.41935098371324e-68 0.324021248856436 0.499 0.329 3.93060867919707e-64 "5" "UAP1"
"MT-CYB" 3.22592539183502e-68 0.633278135101479 0.955 0.987 8.93355518760873e-64 "5" "MT-CYB"
"ARRDC31" 4.34537521848691e-67 0.259912073356457 0.511 0.328 1.20336475925558e-62 "5" "ARRDC3"
"TUBA1A1" 1.41906734644353e-66 0.593875287887382 0.751 0.633 3.92982320250607e-62 "5" "TUBA1A"
"CACYBP" 2.57647556203396e-65 0.30116192587098 0.653 0.493 7.13503377394065e-61 "5" "CACYBP"
"C1orf198" 1.8787625960947e-64 0.275179038769258 0.323 0.189 5.20285725736505e-60 "5" "C1orf198"
"RPL13A" 6.8861418896308e-62 0.279745316990978 1 0.999 1.90697927349546e-57 "5" "RPL13A"
